concentration,Hb SET1,Hb SET2,Hb SET3,Hb SET4
1.392156862745098,60952.56862745098,60548.882352941175,60376.60784313725,60819.23529411765
1.4117647058823528,60893.64705882353,60491.17647058824,60311.58823529412,60737.64705882353
1.4313725490196079,60834.72549019608,60433.470588235294,60246.56862745098,60656.05882352941
1.4509803921568627,60775.80392156863,60375.76470588235,60181.549019607846,60574.470588235294
1.4705882352941178,60716.882352941175,60318.05882352941,60116.529411764706,60492.882352941175
1.4901960784313726,60657.96078431373,60260.35294117647,60051.509803921566,60411.294117647056
1.5098039215686274,60599.03921568627,60202.64705882353,59986.490196078434,60329.705882352944
1.5294117647058822,60540.117647058825,60144.94117647059,59921.470588235294,60248.117647058825
1.5490196078431373,60481.19607843137,60087.23529411765,59856.450980392154,60166.529411764706
1.5686274509803921,60422.27450980392,60029.529411764706,59791.43137254902,60084.94117647059
1.5882352941176472,60363.35294117647,59971.82352941176,59726.41176470588,60003.35294117647
1.607843137254902,60304.43137254902,59914.117647058825,59661.39215686275,59921.76470588235
1.6274509803921569,60245.509803921566,59856.41176470588,59596.37254901961,59840.17647058824
1.6470588235294117,60186.58823529412,59798.705882352944,59531.35294117647,59758.58823529412
1.6666666666666665,60127.666666666664,59741.0,59466.333333333336,59677.0
1.6862745098039216,60068.74509803922,59683.294117647056,59401.313725490196,59595.41176470588
1.7058823529411764,60009.82352941176,59625.58823529412,59336.294117647056,59513.82352941176
1.7254901960784315,59950.901960784315,59567.882352941175,59271.27450980392,59432.23529411765
1.7450980392156863,59891.98039215686,59510.17647058824,59206.25490196078,59350.64705882353
1.7647058823529411,59833.05882352941,59452.470588235294,59141.23529411765,59269.05882352941
1.784313725490196,59774.13725490196,59394.76470588235,59076.21568627451,59187.470588235294
1.803921568627451,59715.21568627451,59337.05882352941,59011.19607843137,59105.882352941175
1.8235294117647058,59656.294117647056,59279.35294117647,58946.17647058824,59024.294117647056
1.843137254901961,59597.37254901961,59221.64705882353,58881.1568627451,58942.705882352944
1.8627450980392157,59538.450980392154,59163.94117647059,58816.13725490196,58861.117647058825
1.8823529411764706,59479.529411764706,59106.23529411765,58751.117647058825,58779.529411764706
1.9019607843137254,59420.60784313725,59048.529411764706,58686.098039215685,58697.94117647059
1.9215686274509802,59361.686274509804,58990.82352941176,58621.07843137255,58616.35294117647
1.9411764705882353,59302.76470588235,58933.117647058825,58556.05882352941,58534.76470588235
1.9607843137254903,59243.8431372549,58875.41176470588,58491.03921568627,58453.17647058824
1.9803921568627452,59184.921568627455,58817.705882352944,58426.01960784314,58371.58823529412
2.019607843137255,59052.76470588235,58694.23529411765,58288.72549019608,58236.92156862745
2.0392156862745097,58979.529411764706,58628.470588235294,58216.450980392154,58183.8431372549
2.0588235294117645,58906.294117647056,58562.705882352944,58144.17647058824,58130.76470588235
2.0784313725490198,58833.05882352941,58496.94117647059,58071.901960784315,58077.686274509804
2.0980392156862746,58759.82352941176,58431.17647058824,57999.62745098039,58024.60784313725
2.1176470588235294,58686.58823529412,58365.41176470588,57927.35294117647,57971.529411764706
2.1372549019607843,58613.35294117647,58299.64705882353,57855.078431372545,57918.450980392154
2.156862745098039,58540.117647058825,58233.882352941175,57782.80392156863,57865.37254901961
2.176470588235294,58466.882352941175,58168.117647058825,57710.529411764706,57812.294117647056
2.196078431372549,58393.64705882353,58102.35294117647,57638.25490196078,57759.21568627451
2.215686274509804,58320.41176470588,58036.58823529412,57565.98039215686,57706.13725490196
2.235294117647059,58247.17647058824,57970.82352941176,57493.705882352944,57653.05882352941
2.2549019607843137,58173.94117647059,57905.05882352941,57421.43137254902,57599.98039215686
2.2745098039215685,58100.705882352944,57839.294117647056,57349.1568627451,57546.901960784315
2.2941176470588234,58027.470588235294,57773.529411764706,57276.882352941175,57493.82352941176
2.313725490196078,57954.23529411765,57707.76470588235,57204.60784313725,57440.74509803922
2.3333333333333335,57881.0,57642.0,57132.333333333336,57387.666666666664
2.3529411764705883,57807.76470588235,57576.23529411765,57060.05882352941,57334.58823529412
2.372549019607843,57734.529411764706,57510.470588235294,56987.78431372549,57281.509803921566
2.392156862745098,57661.294117647056,57444.705882352944,56915.509803921566,57228.43137254902
2.411764705882353,57588.05882352941,57378.94117647059,56843.23529411765,57175.35294117647
2.431372549019608,57514.82352941176,57313.17647058824,56770.96078431373,57122.27450980392
2.450980392156863,57441.58823529412,57247.41176470588,56698.686274509804,57069.19607843137
2.4705882352941178,57368.35294117647,57181.64705882353,56626.41176470588,57016.117647058825
2.4901960784313726,57295.117647058825,57115.882352941175,56554.13725490196,56963.03921568627
2.5098039215686274,57221.882352941175,57050.117647058825,56481.86274509804,56909.96078431373
2.5294117647058822,57148.64705882353,56984.35294117647,56409.58823529412,56856.882352941175
2.549019607843137,57075.41176470588,56918.58823529412,56337.313725490196,56803.80392156863
2.568627450980392,57002.17647058824,56852.82352941176,56265.03921568627,56750.72549019608
2.588235294117647,56928.94117647059,56787.05882352941,56192.76470588235,56697.64705882353
2.607843137254902,56855.705882352944,56721.294117647056,56120.490196078434,56644.56862745098
2.627450980392157,56782.470588235294,56655.529411764706,56048.21568627451,56591.490196078434
2.6470588235294117,56709.23529411765,56589.76470588235,55975.94117647059,56538.41176470588
2.6666666666666665,56636.0,56524.0,55903.666666666664,56485.333333333336
2.686274509803922,56562.76470588235,56458.23529411765,55831.39215686274,56432.25490196078
2.7058823529411766,56489.529411764706,56392.470588235294,55759.117647058825,56379.17647058824
2.7254901960784315,56416.294117647056,56326.705882352944,55686.8431372549,56326.098039215685
2.7450980392156863,56343.05882352941,56260.94117647059,55614.56862745098,56273.01960784314
2.764705882352941,56269.82352941176,56195.17647058824,55542.294117647056,56219.94117647059
2.784313725490196,56196.58823529412,56129.41176470588,55470.01960784314,56166.86274509804
2.803921568627451,56123.35294117647,56063.64705882353,55397.74509803922,56113.78431372549
2.8235294117647056,56050.117647058825,55997.882352941175,55325.470588235294,56060.705882352944
2.843137254901961,55976.882352941175,55932.117647058825,55253.19607843137,56007.62745098039
2.8627450980392157,55903.64705882353,55866.35294117647,55180.92156862745,55954.549019607846
2.8823529411764706,55830.41176470588,55800.58823529412,55108.64705882353,55901.470588235294
2.9019607843137254,55757.17647058824,55734.82352941176,55036.37254901961,55848.39215686275
2.9215686274509802,55683.94117647059,55669.05882352941,54964.098039215685,55795.313725490196
2.9411764705882355,55610.705882352944,55603.294117647056,54891.82352941176,55742.23529411765
2.9607843137254903,55537.470588235294,55537.529411764706,54819.549019607846,55689.1568627451
2.980392156862745,55464.23529411765,55471.76470588235,54747.27450980392,55636.078431372545
3.019607843137255,55340.098039215685,55343.117647058825,54619.23529411765,55523.27450980392
3.0392156862745097,55289.19607843137,55280.23529411765,54563.470588235294,55463.549019607846
3.0588235294117645,55238.294117647056,55217.35294117647,54507.705882352944,55403.82352941176
3.0784313725490198,55187.39215686275,55154.470588235294,54451.94117647059,55344.098039215685
3.0980392156862746,55136.490196078434,55091.58823529412,54396.17647058824,55284.37254901961
3.1176470588235294,55085.58823529412,55028.705882352944,54340.41176470588,55224.64705882353
3.1372549019607843,55034.686274509804,54965.82352941176,54284.64705882353,55164.92156862745
3.156862745098039,54983.78431372549,54902.94117647059,54228.882352941175,55105.19607843137
3.176470588235294,54932.882352941175,54840.05882352941,54173.117647058825,55045.470588235294
3.196078431372549,54881.98039215686,54777.17647058824,54117.35294117647,54985.74509803922
3.215686274509804,54831.07843137255,54714.294117647056,54061.58823529412,54926.01960784314
3.235294117647059,54780.17647058824,54651.41176470588,54005.82352941176,54866.294117647056
3.2549019607843137,54729.27450980392,54588.529411764706,53950.05882352941,54806.56862745098
3.2745098039215685,54678.37254901961,54525.64705882353,53894.294117647056,54746.8431372549
3.2941176470588234,54627.470588235294,54462.76470588235,53838.529411764706,54687.117647058825
3.313725490196078,54576.56862745098,54399.882352941175,53782.76470588235,54627.39215686275
3.3333333333333335,54525.666666666664,54337.0,53727.0,54567.666666666664
3.3529411764705883,54474.76470588235,54274.117647058825,53671.23529411765,54507.94117647059
3.372549019607843,54423.86274509804,54211.23529411765,53615.470588235294,54448.21568627451
3.392156862745098,54372.96078431373,54148.35294117647,53559.705882352944,54388.490196078434
3.411764705882353,54322.05882352941,54085.470588235294,53503.94117647059,54328.76470588235
3.431372549019608,54271.1568627451,54022.58823529412,53448.17647058824,54269.03921568627
3.450980392156863,54220.25490196078,53959.705882352944,53392.41176470588,54209.313725490196
3.4705882352941178,54169.35294117647,53896.82352941176,53336.64705882353,54149.58823529412
3.4901960784313726,54118.450980392154,53833.94117647059,53280.882352941175,54089.86274509804
3.5098039215686274,54067.549019607846,53771.05882352941,53225.117647058825,54030.13725490196
3.5294117647058822,54016.64705882353,53708.17647058824,53169.35294117647,53970.41176470588
3.549019607843137,53965.74509803922,53645.294117647056,53113.58823529412,53910.686274509804
3.568627450980392,53914.8431372549,53582.41176470588,53057.82352941176,53850.96078431373
3.588235294117647,53863.94117647059,53519.529411764706,53002.05882352941,53791.23529411765
3.607843137254902,53813.03921568627,53456.64705882353,52946.294117647056,53731.509803921566
3.627450980392157,53762.13725490196,53393.76470588235,52890.529411764706,53671.78431372549
3.6470588235294117,53711.23529411765,53330.882352941175,52834.76470588235,53612.05882352941
3.6666666666666665,53660.333333333336,53268.0,52779.0,53552.333333333336
3.686274509803922,53609.43137254902,53205.117647058825,52723.23529411765,53492.60784313725
3.7058823529411766,53558.529411764706,53142.23529411765,52667.470588235294,53432.882352941175
3.7254901960784315,53507.62745098039,53079.35294117647,52611.705882352944,53373.1568627451
3.7450980392156863,53456.72549019608,53016.470588235294,52555.94117647059,53313.43137254902
3.764705882352941,53405.82352941176,52953.58823529412,52500.17647058824,53253.705882352944
3.784313725490196,53354.921568627455,52890.705882352944,52444.41176470588,53193.98039215686
3.803921568627451,53304.01960784314,52827.82352941176,52388.64705882353,53134.25490196078
3.8235294117647056,53253.117647058825,52764.94117647059,52332.882352941175,53074.529411764706
3.843137254901961,53202.21568627451,52702.05882352941,52277.117647058825,53014.80392156863
3.8627450980392157,53151.313725490196,52639.17647058824,52221.35294117647,52955.078431372545
3.8823529411764706,53100.41176470588,52576.294117647056,52165.58823529412,52895.35294117647
3.9019607843137254,53049.509803921566,52513.41176470588,52109.82352941176,52835.62745098039
3.9215686274509802,52998.60784313726,52450.529411764706,52054.05882352941,52775.901960784315
3.9411764705882355,52947.705882352944,52387.64705882353,51998.294117647056,52716.17647058824
3.9607843137254903,52896.80392156863,52324.76470588235,51942.529411764706,52656.450980392154
3.980392156862745,52845.901960784315,52261.882352941175,51886.76470588235,52596.72549019608
4.019607843137255,52728.27450980392,52147.13725490196,51773.96078431373,52489.56862745098
4.03921568627451,52661.549019607846,52095.27450980392,51716.92156862745,52442.13725490196
4.0588235294117645,52594.82352941176,52043.41176470588,51659.882352941175,52394.705882352944
4.078431372549019,52528.098039215685,51991.549019607846,51602.8431372549,52347.27450980392
4.098039215686274,52461.37254901961,51939.686274509804,51545.80392156863,52299.8431372549
4.117647058823529,52394.64705882353,51887.82352941176,51488.76470588235,52252.41176470588
4.137254901960785,52327.921568627455,51835.96078431373,51431.72549019608,52204.98039215686
4.1568627450980395,52261.19607843137,51784.098039215685,51374.686274509804,52157.549019607846
4.176470588235294,52194.470588235294,51732.23529411765,51317.64705882353,52110.117647058825
4.196078431372549,52127.74509803922,51680.37254901961,51260.60784313725,52062.686274509804
4.215686274509804,52061.01960784314,51628.509803921566,51203.56862745098,52015.25490196078
4.235294117647059,51994.294117647056,51576.64705882353,51146.529411764706,51967.82352941176
4.254901960784314,51927.56862745098,51524.78431372549,51089.490196078434,51920.39215686275
4.2745098039215685,51860.8431372549,51472.921568627455,51032.450980392154,51872.96078431373
4.294117647058823,51794.117647058825,51421.05882352941,50975.41176470588,51825.529411764706
4.313725490196078,51727.39215686275,51369.19607843137,50918.37254901961,51778.098039215685
4.333333333333333,51660.666666666664,51317.333333333336,50861.333333333336,51730.666666666664
4.352941176470588,51593.94117647059,51265.470588235294,50804.294117647056,51683.23529411765
4.372549019607844,51527.21568627451,51213.60784313725,50747.25490196078,51635.80392156863
4.392156862745098,51460.490196078434,51161.74509803922,50690.21568627451,51588.37254901961
4.411764705882353,51393.76470588235,51109.882352941175,50633.17647058824,51540.94117647059
4.431372549019608,51327.03921568627,51058.01960784314,50576.13725490196,51493.509803921566
4.450980392156863,51260.313725490196,51006.1568627451,50519.098039215685,51446.078431372545
4.470588235294118,51193.58823529412,50954.294117647056,50462.05882352941,51398.64705882353
4.490196078431373,51126.86274509804,50902.43137254902,50405.01960784314,51351.21568627451
4.509803921568627,51060.13725490196,50850.56862745098,50347.98039215686,51303.78431372549
4.529411764705882,50993.41176470588,50798.705882352944,50290.94117647059,51256.35294117647
4.549019607843137,50926.686274509804,50746.8431372549,50233.901960784315,51208.921568627455
4.568627450980392,50859.96078431373,50694.98039215686,50176.86274509804,51161.490196078434
4.588235294117647,50793.23529411765,50643.117647058825,50119.82352941176,51114.05882352941
4.607843137254902,50726.509803921566,50591.25490196078,50062.78431372549,51066.62745098039
4.627450980392156,50659.78431372549,50539.39215686275,50005.74509803922,51019.19607843137
4.647058823529412,50593.05882352941,50487.529411764706,49948.705882352944,50971.76470588235
4.666666666666667,50526.333333333336,50435.666666666664,49891.666666666664,50924.333333333336
4.686274509803922,50459.60784313726,50383.80392156863,49834.62745098039,50876.901960784315
4.705882352941177,50392.882352941175,50331.94117647059,49777.58823529412,50829.470588235294
4.7254901960784315,50326.1568627451,50280.07843137255,49720.549019607846,50782.03921568627
4.745098039215686,50259.43137254902,50228.21568627451,49663.509803921566,50734.60784313725
4.764705882352941,50192.705882352944,50176.35294117647,49606.470588235294,50687.17647058824
4.784313725490196,50125.98039215686,50124.490196078434,49549.43137254902,50639.74509803922
4.803921568627451,50059.25490196078,50072.62745098039,49492.39215686275,50592.313725490196
4.823529411764706,49992.529411764706,50020.76470588235,49435.35294117647,50544.882352941175
4.8431372549019605,49925.80392156863,49968.901960784315,49378.313725490196,50497.450980392154
4.862745098039216,49859.07843137255,49917.03921568627,49321.27450980392,50450.01960784314
4.882352941176471,49792.35294117647,49865.17647058824,49264.23529411765,50402.58823529412
4.901960784313726,49725.62745098039,49813.313725490196,49207.19607843137,50355.1568627451
4.921568627450981,49658.901960784315,49761.450980392154,49150.1568627451,50307.72549019608
4.9411764705882355,49592.17647058824,49709.58823529412,49093.117647058825,50260.294117647056
4.96078431372549,49525.450980392154,49657.72549019608,49036.078431372545,50212.86274509804
4.980392156862745,49458.72549019608,49605.86274509804,48979.03921568627,50165.43137254902
5.019607843137255,49342.450980392154,49492.60784313725,48868.549019607846,50053.19607843137
5.03921568627451,49292.901960784315,49431.21568627451,48815.098039215685,49988.39215686275
5.0588235294117645,49243.35294117647,49369.82352941176,48761.64705882353,49923.58823529412
5.078431372549019,49193.80392156863,49308.43137254902,48708.19607843137,49858.78431372549
5.098039215686274,49144.25490196078,49247.03921568627,48654.74509803922,49793.98039215686
5.117647058823529,49094.705882352944,49185.64705882353,48601.294117647056,49729.17647058824
5.137254901960785,49045.1568627451,49124.25490196078,48547.8431372549,49664.37254901961
5.1568627450980395,48995.60784313725,49062.86274509804,48494.39215686275,49599.56862745098
5.176470588235294,48946.05882352941,49001.470588235294,48440.94117647059,49534.76470588235
5.196078431372549,48896.509803921566,48940.07843137255,48387.490196078434,49469.96078431373
5.215686274509804,48846.96078431373,48878.686274509804,48334.03921568627,49405.1568627451
5.235294117647059,48797.41176470588,48817.294117647056,48280.58823529412,49340.35294117647
5.254901960784314,48747.86274509804,48755.901960784315,48227.13725490196,49275.549019607846
5.2745098039215685,48698.313725490196,48694.509803921566,48173.686274509804,49210.74509803922
5.294117647058823,48648.76470588235,48633.117647058825,48120.23529411765,49145.94117647059
5.313725490196078,48599.21568627451,48571.72549019608,48066.78431372549,49081.13725490196
5.333333333333333,48549.666666666664,48510.333333333336,48013.333333333336,49016.333333333336
5.352941176470588,48500.117647058825,48448.94117647059,47959.882352941175,48951.529411764706
5.372549019607844,48450.56862745098,48387.549019607846,47906.43137254902,48886.72549019608
5.392156862745098,48401.01960784314,48326.1568627451,47852.98039215686,48821.921568627455
5.411764705882353,48351.470588235294,48264.76470588235,47799.529411764706,48757.117647058825
5.431372549019608,48301.921568627455,48203.37254901961,47746.078431372545,48692.313725490196
5.450980392156863,48252.37254901961,48141.98039215686,47692.62745098039,48627.509803921566
5.470588235294118,48202.82352941176,48080.58823529412,47639.17647058824,48562.705882352944
5.490196078431373,48153.27450980392,48019.19607843137,47585.72549019608,48497.901960784315
5.509803921568627,48103.72549019608,47957.80392156863,47532.27450980392,48433.098039215685
5.529411764705882,48054.17647058824,47896.41176470588,47478.82352941176,48368.294117647056
5.549019607843137,48004.62745098039,47835.01960784314,47425.37254901961,48303.490196078434
5.568627450980392,47955.07843137255,47773.62745098039,47371.92156862745,48238.686274509804
5.588235294117647,47905.529411764706,47712.23529411765,47318.470588235294,48173.882352941175
5.607843137254902,47855.98039215686,47650.8431372549,47265.01960784314,48109.07843137255
5.627450980392156,47806.43137254902,47589.450980392154,47211.56862745098,48044.27450980392
5.647058823529412,47756.882352941175,47528.05882352941,47158.117647058825,47979.470588235294
5.666666666666667,47707.333333333336,47466.666666666664,47104.666666666664,47914.666666666664
5.686274509803922,47657.78431372549,47405.27450980392,47051.21568627451,47849.86274509804
5.705882352941177,47608.23529411765,47343.882352941175,46997.76470588235,47785.05882352941
5.7254901960784315,47558.686274509804,47282.490196078434,46944.313725490196,47720.25490196078
5.745098039215686,47509.13725490196,47221.098039215685,46890.86274509804,47655.450980392154
5.764705882352941,47459.58823529412,47159.705882352944,46837.41176470588,47590.64705882353
5.784313725490196,47410.03921568627,47098.313725490196,46783.96078431373,47525.8431372549
5.803921568627451,47360.490196078434,47036.921568627455,46730.509803921566,47461.03921568627
5.823529411764706,47310.94117647059,46975.529411764706,46677.05882352941,47396.23529411765
5.8431372549019605,47261.39215686275,46914.13725490196,46623.60784313725,47331.43137254902
5.862745098039216,47211.8431372549,46852.74509803922,46570.1568627451,47266.62745098039
5.882352941176471,47162.294117647056,46791.35294117647,46516.705882352944,47201.82352941176
5.901960784313726,47112.74509803922,46729.96078431373,46463.25490196078,47137.01960784314
5.921568627450981,47063.19607843137,46668.56862745098,46409.80392156863,47072.21568627451
5.9411764705882355,47013.64705882353,46607.17647058824,46356.35294117647,47007.41176470588
5.96078431372549,46964.098039215685,46545.78431372549,46302.901960784315,46942.60784313726
5.980392156862745,46914.549019607846,46484.39215686275,46249.450980392154,46877.80392156863
6.019607843137255,46817.78431372549,46373.98039215686,46150.86274509804,46766.96078431373
6.03921568627451,46770.56862745098,46324.96078431373,46105.72549019608,46720.92156862745
6.0588235294117645,46723.35294117647,46275.94117647059,46060.58823529412,46674.882352941175
6.078431372549019,46676.13725490196,46226.92156862745,46015.450980392154,46628.8431372549
6.098039215686274,46628.92156862745,46177.901960784315,45970.313725490196,46582.80392156863
6.117647058823529,46581.705882352944,46128.882352941175,45925.17647058824,46536.76470588235
6.137254901960785,46534.490196078434,46079.86274509804,45880.03921568627,46490.72549019608
6.1568627450980395,46487.27450980392,46030.8431372549,45834.901960784315,46444.686274509804
6.176470588235294,46440.05882352941,45981.82352941176,45789.76470588235,46398.64705882353
6.196078431372549,46392.8431372549,45932.80392156863,45744.62745098039,46352.60784313725
6.215686274509804,46345.62745098039,45883.78431372549,45699.490196078434,46306.56862745098
6.235294117647059,46298.41176470588,45834.76470588235,45654.35294117647,46260.529411764706
6.254901960784314,46251.19607843137,45785.74509803922,45609.21568627451,46214.490196078434
6.2745098039215685,46203.98039215686,45736.72549019608,45564.078431372545,46168.450980392154
6.294117647058823,46156.76470588235,45687.705882352944,45518.94117647059,46122.41176470588
6.313725490196078,46109.549019607846,45638.686274509804,45473.80392156863,46076.37254901961
6.333333333333333,46062.333333333336,45589.666666666664,45428.666666666664,46030.333333333336
6.352941176470588,46015.117647058825,45540.64705882353,45383.529411764706,45984.294117647056
6.372549019607844,45967.901960784315,45491.62745098039,45338.39215686275,45938.25490196078
6.392156862745098,45920.686274509804,45442.60784313725,45293.25490196078,45892.21568627451
6.411764705882353,45873.470588235294,45393.58823529412,45248.117647058825,45846.17647058824
6.431372549019608,45826.25490196078,45344.56862745098,45202.98039215686,45800.13725490196
6.450980392156863,45779.03921568627,45295.549019607846,45157.8431372549,45754.098039215685
6.470588235294118,45731.82352941176,45246.529411764706,45112.705882352944,45708.05882352941
6.490196078431373,45684.60784313725,45197.509803921566,45067.56862745098,45662.01960784314
6.509803921568627,45637.39215686275,45148.490196078434,45022.43137254902,45615.98039215686
6.529411764705882,45590.17647058824,45099.470588235294,44977.294117647056,45569.94117647059
6.549019607843137,45542.96078431373,45050.450980392154,44932.1568627451,45523.901960784315
6.568627450980392,45495.74509803922,45001.43137254902,44887.01960784314,45477.86274509804
6.588235294117647,45448.529411764706,44952.41176470588,44841.882352941175,45431.82352941176
6.607843137254902,45401.313725490196,44903.39215686275,44796.74509803922,45385.78431372549
6.627450980392156,45354.098039215685,44854.37254901961,44751.60784313725,45339.74509803922
6.647058823529412,45306.882352941175,44805.35294117647,44706.470588235294,45293.705882352944
6.666666666666667,45259.666666666664,44756.333333333336,44661.333333333336,45247.666666666664
6.686274509803922,45212.450980392154,44707.313725490196,44616.19607843137,45201.62745098039
6.705882352941177,45165.23529411765,44658.294117647056,44571.05882352941,45155.58823529412
6.7254901960784315,45118.01960784314,44609.27450980392,44525.92156862745,45109.549019607846
6.745098039215686,45070.80392156863,44560.25490196078,44480.78431372549,45063.509803921566
6.764705882352941,45023.58823529412,44511.23529411765,44435.64705882353,45017.470588235294
6.784313725490196,44976.37254901961,44462.21568627451,44390.509803921566,44971.43137254902
6.803921568627451,44929.1568627451,44413.19607843137,44345.37254901961,44925.39215686275
6.823529411764706,44881.94117647059,44364.17647058824,44300.23529411765,44879.35294117647
6.8431372549019605,44834.72549019608,44315.1568627451,44255.098039215685,44833.313725490196
6.862745098039216,44787.509803921566,44266.13725490196,44209.96078431373,44787.27450980392
6.882352941176471,44740.294117647056,44217.117647058825,44164.82352941176,44741.23529411765
6.901960784313726,44693.078431372545,44168.098039215685,44119.686274509804,44695.19607843137
