concentration,Gluc SET1,Gluc SET2
26.470588235294116,53344.470588235294,54710.41176470588
26.666666666666668,53324.0,54664.666666666664
26.862745098039216,53303.529411764706,54618.921568627455
27.058823529411764,53283.05882352941,54573.17647058824
27.254901960784313,53262.58823529412,54527.43137254902
27.450980392156865,53242.117647058825,54481.686274509804
27.647058823529413,53221.64705882353,54435.94117647059
27.84313725490196,53201.17647058824,54390.19607843137
28.03921568627451,53180.705882352944,54344.450980392154
28.235294117647058,53160.23529411765,54298.705882352944
28.431372549019606,53139.76470588235,54252.96078431373
28.627450980392155,53119.294117647056,54207.21568627451
28.823529411764707,53098.82352941176,54161.470588235294
29.019607843137255,53078.35294117647,54115.72549019608
29.215686274509803,53057.882352941175,54069.98039215686
29.411764705882355,53037.41176470588,54024.23529411765
29.607843137254903,53016.94117647059,53978.490196078434
29.80392156862745,52996.470588235294,53932.74509803922
30.19607843137255,52946.58823529412,53821.901960784315
30.392156862745097,52917.17647058824,53756.80392156863
30.58823529411765,52887.76470588235,53691.705882352944
30.784313725490197,52858.35294117647,53626.60784313725
30.980392156862745,52828.94117647059,53561.509803921566
31.176470588235293,52799.529411764706,53496.41176470588
31.372549019607842,52770.117647058825,53431.313725490196
31.568627450980394,52740.705882352944,53366.21568627451
31.764705882352942,52711.294117647056,53301.117647058825
31.96078431372549,52681.882352941175,53236.01960784314
32.15686274509804,52652.470588235294,53170.921568627455
32.35294117647059,52623.05882352941,53105.82352941176
32.549019607843135,52593.64705882353,53040.72549019608
32.745098039215684,52564.23529411765,52975.62745098039
32.94117647058823,52534.82352941176,52910.529411764706
33.13725490196079,52505.41176470588,52845.43137254902
33.333333333333336,52476.0,52780.333333333336
33.529411764705884,52446.58823529412,52715.23529411765
33.72549019607843,52417.17647058824,52650.13725490196
33.92156862745098,52387.76470588235,52585.03921568627
34.11764705882353,52358.35294117647,52519.94117647059
34.31372549019608,52328.94117647059,52454.8431372549
34.509803921568626,52299.529411764706,52389.74509803922
34.705882352941174,52270.117647058825,52324.64705882353
34.90196078431373,52240.705882352944,52259.549019607846
35.09803921568627,52211.294117647056,52194.450980392154
35.294117647058826,52181.882352941175,52129.35294117647
35.490196078431374,52152.470588235294,52064.25490196078
35.68627450980392,52123.05882352941,51999.1568627451
35.88235294117647,52093.64705882353,51934.05882352941
36.07843137254902,52064.23529411765,51868.96078431373
36.27450980392157,52034.82352941176,51803.86274509804
36.470588235294116,52005.41176470588,51738.76470588235
36.666666666666664,51976.0,51673.666666666664
36.86274509803921,51946.58823529412,51608.56862745098
37.05882352941177,51917.17647058824,51543.470588235294
37.254901960784316,51887.76470588235,51478.37254901961
37.450980392156865,51858.35294117647,51413.27450980392
37.64705882352941,51828.94117647059,51348.17647058824
37.84313725490196,51799.529411764706,51283.078431372545
38.03921568627451,51770.117647058825,51217.98039215686
38.23529411764706,51740.705882352944,51152.882352941175
38.431372549019606,51711.294117647056,51087.78431372549
38.627450980392155,51681.882352941175,51022.686274509804
38.82352941176471,51652.470588235294,50957.58823529412
39.01960784313725,51623.05882352941,50892.490196078434
39.21568627450981,51593.64705882353,50827.39215686275
39.411764705882355,51564.23529411765,50762.294117647056
39.6078431372549,51534.82352941176,50697.19607843137
39.80392156862745,51505.41176470588,50632.098039215685
40.19607843137255,51432.74509803922,50536.72549019608
40.3921568627451,51389.490196078434,50506.450980392154
40.588235294117645,51346.23529411765,50476.17647058824
40.78431372549019,51302.98039215686,50445.901960784315
40.98039215686274,51259.72549019608,50415.62745098039
41.1764705882353,51216.470588235294,50385.35294117647
41.372549019607845,51173.21568627451,50355.07843137255
41.568627450980394,51129.96078431373,50324.80392156863
41.76470588235294,51086.705882352944,50294.529411764706
41.96078431372549,51043.450980392154,50264.25490196078
42.15686274509804,51000.19607843137,50233.98039215686
42.35294117647059,50956.94117647059,50203.705882352944
42.549019607843135,50913.686274509804,50173.43137254902
42.745098039215684,50870.43137254902,50143.1568627451
42.94117647058823,50827.17647058824,50112.882352941175
43.13725490196079,50783.92156862745,50082.60784313725
43.333333333333336,50740.666666666664,50052.333333333336
43.529411764705884,50697.41176470588,50022.05882352941
43.72549019607843,50654.1568627451,49991.78431372549
43.92156862745098,50610.901960784315,49961.509803921566
44.11764705882353,50567.64705882353,49931.23529411765
44.31372549019608,50524.39215686275,49900.96078431373
44.509803921568626,50481.13725490196,49870.686274509804
44.705882352941174,50437.882352941175,49840.41176470588
44.90196078431373,50394.62745098039,49810.13725490196
45.09803921568627,50351.37254901961,49779.86274509804
45.294117647058826,50308.117647058825,49749.58823529412
45.490196078431374,50264.86274509804,49719.313725490196
45.68627450980392,50221.60784313725,49689.03921568627
45.88235294117647,50178.35294117647,49658.76470588235
46.07843137254902,50135.098039215685,49628.490196078434
46.27450980392157,50091.8431372549,49598.21568627451
46.470588235294116,50048.58823529412,49567.94117647059
46.666666666666664,50005.333333333336,49537.666666666664
46.86274509803921,49962.078431372545,49507.39215686275
47.05882352941177,49918.82352941176,49477.117647058825
47.254901960784316,49875.56862745098,49446.8431372549
47.450980392156865,49832.313725490196,49416.56862745098
47.64705882352941,49789.05882352941,49386.294117647056
47.84313725490196,49745.80392156863,49356.01960784314
48.03921568627451,49702.549019607846,49325.74509803922
48.23529411764706,49659.294117647056,49295.470588235294
48.431372549019606,49616.03921568627,49265.19607843137
48.627450980392155,49572.78431372549,49234.921568627455
48.82352941176471,49529.529411764706,49204.64705882353
49.01960784313725,49486.27450980392,49174.37254901961
49.21568627450981,49443.01960784314,49144.098039215685
49.411764705882355,49399.76470588235,49113.82352941176
49.6078431372549,49356.509803921566,49083.549019607846
49.80392156862745,49313.25490196078,49053.27450980392
50.19607843137255,49211.549019607846,49005.470588235294
50.3921568627451,49153.098039215685,48987.94117647059
50.588235294117645,49094.64705882353,48970.41176470588
50.78431372549019,49036.19607843137,48952.882352941175
50.98039215686274,48977.74509803922,48935.35294117647
51.1764705882353,48919.294117647056,48917.82352941176
51.372549019607845,48860.8431372549,48900.294117647056
51.568627450980394,48802.39215686275,48882.76470588235
51.76470588235294,48743.94117647059,48865.23529411765
51.96078431372549,48685.490196078434,48847.705882352944
52.15686274509804,48627.03921568627,48830.17647058824
52.35294117647059,48568.58823529412,48812.64705882353
52.549019607843135,48510.13725490196,48795.117647058825
52.745098039215684,48451.686274509804,48777.58823529412
52.94117647058823,48393.23529411765,48760.05882352941
53.13725490196079,48334.78431372549,48742.529411764706
53.333333333333336,48276.333333333336,48725.0
53.529411764705884,48217.882352941175,48707.470588235294
53.72549019607843,48159.43137254902,48689.94117647059
53.92156862745098,48100.98039215686,48672.41176470588
54.11764705882353,48042.529411764706,48654.882352941175
54.31372549019608,47984.078431372545,48637.35294117647
54.509803921568626,47925.62745098039,48619.82352941176
54.705882352941174,47867.17647058824,48602.294117647056
54.90196078431373,47808.72549019608,48584.76470588235
55.09803921568627,47750.27450980392,48567.23529411765
55.294117647058826,47691.82352941176,48549.705882352944
55.490196078431374,47633.37254901961,48532.17647058824
55.68627450980392,47574.92156862745,48514.64705882353
55.88235294117647,47516.470588235294,48497.117647058825
56.07843137254902,47458.01960784314,48479.58823529412
56.27450980392157,47399.56862745098,48462.05882352941
56.470588235294116,47341.117647058825,48444.529411764706
56.666666666666664,47282.666666666664,48427.0
56.86274509803921,47224.21568627451,48409.470588235294
57.05882352941177,47165.76470588235,48391.94117647059
57.254901960784316,47107.313725490196,48374.41176470588
57.450980392156865,47048.86274509804,48356.882352941175
57.64705882352941,46990.41176470588,48339.35294117647
57.84313725490196,46931.96078431373,48321.82352941176
58.03921568627451,46873.509803921566,48304.294117647056
58.23529411764706,46815.05882352941,48286.76470588235
58.431372549019606,46756.60784313725,48269.23529411765
58.627450980392155,46698.1568627451,48251.705882352944
58.82352941176471,46639.705882352944,48234.17647058824
59.01960784313725,46581.25490196078,48216.64705882353
59.21568627450981,46522.80392156863,48199.117647058825
59.411764705882355,46464.35294117647,48181.58823529412
59.6078431372549,46405.901960784315,48164.05882352941
59.80392156862745,46347.450980392154,48146.529411764706
60.19607843137255,46302.78431372549,48028.98039215686
60.3921568627451,46316.56862745098,47928.96078431373
60.588235294117645,46330.35294117647,47828.94117647059
60.78431372549019,46344.13725490196,47728.92156862745
60.98039215686274,46357.92156862745,47628.901960784315
61.1764705882353,46371.705882352944,47528.882352941175
61.372549019607845,46385.490196078434,47428.86274509804
61.568627450980394,46399.27450980392,47328.8431372549
61.76470588235294,46413.05882352941,47228.82352941176
61.96078431372549,46426.8431372549,47128.80392156863
62.15686274509804,46440.62745098039,47028.78431372549
62.35294117647059,46454.41176470588,46928.76470588235
62.549019607843135,46468.19607843137,46828.74509803922
62.745098039215684,46481.98039215686,46728.72549019608
62.94117647058823,46495.76470588235,46628.705882352944
63.13725490196079,46509.549019607846,46528.686274509804
63.333333333333336,46523.333333333336,46428.666666666664
63.529411764705884,46537.117647058825,46328.64705882353
63.72549019607843,46550.901960784315,46228.62745098039
63.92156862745098,46564.686274509804,46128.60784313725
64.11764705882354,46578.470588235294,46028.58823529412
64.31372549019608,46592.25490196078,45928.56862745098
64.50980392156863,46606.03921568627,45828.549019607846
64.70588235294117,46619.82352941176,45728.529411764706
64.90196078431373,46633.60784313725,45628.509803921566
65.09803921568627,46647.39215686275,45528.490196078434
65.29411764705883,46661.17647058824,45428.470588235294
65.49019607843137,46674.96078431373,45328.450980392154
65.68627450980392,46688.74509803922,45228.43137254902
65.88235294117646,46702.529411764706,45128.41176470588
66.07843137254902,46716.313725490196,45028.39215686275
66.27450980392157,46730.098039215685,44928.37254901961
66.47058823529412,46743.882352941175,44828.35294117647
66.66666666666667,46757.666666666664,44728.333333333336
66.86274509803921,46771.450980392154,44628.313725490196
67.05882352941177,46785.23529411765,44528.294117647056
67.25490196078431,46799.01960784314,44428.27450980392
67.45098039215686,46812.80392156863,44328.25490196078
67.6470588235294,46826.58823529412,44228.23529411765
67.84313725490196,46840.37254901961,44128.21568627451
68.0392156862745,46854.1568627451,44028.19607843137
68.23529411764706,46867.94117647059,43928.17647058824
68.43137254901961,46881.72549019608,43828.1568627451
68.62745098039215,46895.509803921566,43728.13725490196
68.82352941176471,46909.294117647056,43628.117647058825
69.01960784313725,46923.07843137255,43528.098039215685
69.2156862745098,46936.86274509804,43428.078431372545
69.41176470588235,46950.64705882353,43328.05882352941
69.6078431372549,46964.43137254902,43228.03921568627
69.80392156862746,46978.21568627451,43128.01960784314
70.19607843137256,46922.03921568627,43020.705882352944
70.3921568627451,46852.07843137255,43013.41176470588
70.58823529411765,46782.117647058825,43006.117647058825
70.7843137254902,46712.1568627451,42998.82352941176
70.98039215686275,46642.19607843137,42991.529411764706
71.17647058823529,46572.23529411765,42984.23529411765
71.37254901960785,46502.27450980392,42976.94117647059
71.56862745098039,46432.313725490196,42969.64705882353
71.76470588235294,46362.35294117647,42962.35294117647
71.96078431372548,46292.39215686275,42955.05882352941
72.15686274509804,46222.43137254902,42947.76470588235
72.3529411764706,46152.470588235294,42940.470588235294
72.54901960784314,46082.509803921566,42933.17647058824
72.74509803921569,46012.549019607846,42925.882352941175
72.94117647058823,45942.58823529412,42918.58823529412
73.13725490196079,45872.62745098039,42911.294117647056
73.33333333333333,45802.666666666664,42904.0
73.52941176470588,45732.705882352944,42896.705882352944
73.72549019607843,45662.74509803922,42889.41176470588
73.92156862745098,45592.78431372549,42882.117647058825
74.11764705882354,45522.82352941176,42874.82352941176
74.31372549019608,45452.86274509804,42867.529411764706
74.50980392156863,45382.901960784315,42860.23529411765
74.70588235294117,45312.94117647059,42852.94117647059
74.90196078431373,45242.98039215686,42845.64705882353
75.09803921568627,45173.01960784314,42838.35294117647
75.29411764705883,45103.05882352941,42831.05882352941
75.49019607843137,45033.098039215685,42823.76470588235
75.68627450980392,44963.13725490196,42816.470588235294
75.88235294117646,44893.17647058824,42809.17647058824
76.07843137254902,44823.21568627451,42801.882352941175
76.27450980392157,44753.25490196078,42794.58823529412
76.47058823529412,44683.294117647056,42787.294117647056
76.66666666666667,44613.333333333336,42780.0
76.86274509803921,44543.37254901961,42772.705882352944
77.05882352941177,44473.41176470588,42765.41176470588
77.25490196078431,44403.450980392154,42758.117647058825
77.45098039215686,44333.490196078434,42750.82352941176
77.6470588235294,44263.529411764706,42743.529411764706
77.84313725490196,44193.56862745098,42736.23529411765
78.0392156862745,44123.60784313726,42728.94117647059
78.23529411764706,44053.64705882353,42721.64705882353
78.43137254901961,43983.686274509804,42714.35294117647
78.62745098039215,43913.72549019608,42707.05882352941
78.82352941176471,43843.76470588235,42699.76470588235
79.01960784313725,43773.80392156863,42692.470588235294
79.2156862745098,43703.8431372549,42685.17647058824
79.41176470588235,43633.882352941175,42677.882352941175
79.6078431372549,43563.921568627455,42670.58823529412
79.80392156862746,43493.96078431373,42663.294117647056
80.19607843137256,43381.0,42639.0
80.3921568627451,43338.0,42622.0
80.58823529411765,43295.0,42605.0
80.7843137254902,43252.0,42588.0
80.98039215686275,43209.0,42571.0
81.17647058823529,43166.0,42554.0
81.37254901960785,43123.0,42537.0
81.56862745098039,43080.0,42520.0
81.76470588235294,43037.0,42503.0
81.96078431372548,42994.0,42486.0
82.15686274509804,42951.0,42469.0
82.3529411764706,42908.0,42452.0
82.54901960784314,42865.0,42435.0
82.74509803921569,42822.0,42418.0
82.94117647058823,42779.0,42401.0
83.13725490196079,42736.0,42384.0
83.33333333333333,42693.0,42367.0
83.52941176470588,42650.0,42350.0
83.72549019607843,42607.0,42333.0
83.92156862745098,42564.0,42316.0
84.11764705882354,42521.0,42299.0
84.31372549019608,42478.0,42282.0
84.50980392156863,42435.0,42265.0
84.70588235294117,42392.0,42248.0
84.90196078431373,42349.0,42231.0
85.09803921568627,42306.0,42214.0
85.29411764705883,42263.0,42197.0
85.49019607843137,42220.0,42180.0
85.68627450980392,42177.0,42163.0
85.88235294117646,42134.0,42146.0
86.07843137254902,42091.0,42129.0
86.27450980392157,42048.0,42112.0
86.47058823529412,42005.0,42095.0
86.66666666666667,41962.0,42078.0
86.86274509803921,41919.0,42061.0
87.05882352941177,41876.0,42044.0
87.25490196078431,41833.0,42027.0
87.45098039215686,41790.0,42010.0
87.6470588235294,41747.0,41993.0
87.84313725490196,41704.0,41976.0
88.0392156862745,41661.0,41959.0
88.23529411764706,41618.0,41942.0
88.43137254901961,41575.0,41925.0
88.62745098039215,41532.0,41908.0
88.82352941176471,41489.0,41891.0
89.01960784313725,41446.0,41874.0
89.2156862745098,41403.0,41857.0
89.41176470588235,41360.0,41840.0
89.6078431372549,41317.0,41823.0
89.80392156862746,41274.0,41806.0
90.19607843137256,41212.705882352944,41731.76470588235
90.3921568627451,41194.41176470588,41674.529411764706
90.58823529411765,41176.117647058825,41617.294117647056
90.7843137254902,41157.82352941176,41560.05882352941
90.98039215686275,41139.529411764706,41502.82352941176
91.17647058823529,41121.23529411765,41445.58823529412
91.37254901960785,41102.94117647059,41388.35294117647
91.56862745098039,41084.64705882353,41331.117647058825
91.76470588235294,41066.35294117647,41273.882352941175
91.96078431372548,41048.05882352941,41216.64705882353
92.15686274509804,41029.76470588235,41159.41176470588
92.3529411764706,41011.470588235294,41102.17647058824
92.54901960784314,40993.17647058824,41044.94117647059
92.74509803921569,40974.882352941175,40987.705882352944
92.94117647058823,40956.58823529412,40930.470588235294
93.13725490196079,40938.294117647056,40873.23529411765
93.33333333333333,40920.0,40816.0
93.52941176470588,40901.705882352944,40758.76470588235
93.72549019607843,40883.41176470588,40701.529411764706
93.92156862745098,40865.117647058825,40644.294117647056
94.11764705882354,40846.82352941176,40587.05882352941
94.31372549019608,40828.529411764706,40529.82352941176
94.50980392156863,40810.23529411765,40472.58823529412
94.70588235294117,40791.94117647059,40415.35294117647
94.90196078431373,40773.64705882353,40358.117647058825
95.09803921568627,40755.35294117647,40300.882352941175
95.29411764705883,40737.05882352941,40243.64705882353
95.49019607843137,40718.76470588235,40186.41176470588
95.68627450980392,40700.470588235294,40129.17647058824
95.88235294117646,40682.17647058824,40071.94117647059
96.07843137254902,40663.882352941175,40014.705882352944
96.27450980392157,40645.58823529412,39957.470588235294
96.47058823529412,40627.294117647056,39900.23529411765
96.66666666666667,40609.0,39843.0
96.86274509803921,40590.705882352944,39785.76470588235
97.05882352941177,40572.41176470588,39728.529411764706
97.25490196078431,40554.117647058825,39671.294117647056
97.45098039215686,40535.82352941176,39614.05882352941
97.6470588235294,40517.529411764706,39556.82352941176
97.84313725490196,40499.23529411765,39499.58823529412
98.0392156862745,40480.94117647059,39442.35294117647
98.23529411764706,40462.64705882353,39385.117647058825
98.43137254901961,40444.35294117647,39327.882352941175
98.62745098039215,40426.05882352941,39270.64705882353
98.82352941176471,40407.76470588235,39213.41176470588
99.01960784313725,40389.470588235294,39156.17647058824
99.2156862745098,40371.17647058824,39098.94117647059
99.41176470588235,40352.882352941175,39041.705882352944
99.6078431372549,40334.58823529412,38984.470588235294
99.80392156862746,40316.294117647056,38927.23529411765
100.98039215686275,40129.39215686275,38714.86274509804
101.96078431372548,39960.78431372549,38559.72549019608
102.94117647058823,39792.17647058824,38404.58823529412
103.92156862745098,39623.56862745098,38249.450980392154
104.90196078431373,39454.96078431373,38094.313725490196
105.88235294117646,39286.35294117647,37939.17647058824
106.86274509803921,39117.74509803922,37784.03921568627
107.84313725490196,38949.13725490196,37628.901960784315
108.82352941176471,38780.529411764706,37473.76470588235
109.80392156862744,38611.921568627455,37318.62745098039
110.7843137254902,38443.313725490196,37163.490196078434
111.76470588235294,38274.705882352944,37008.35294117647
112.74509803921569,38106.098039215685,36853.21568627451
113.72549019607843,37937.490196078434,36698.078431372545
114.70588235294117,37768.882352941175,36542.94117647059
115.68627450980392,37600.27450980392,36387.80392156863
116.66666666666666,37431.666666666664,36232.666666666664
117.6470588235294,37263.05882352941,36077.529411764706
118.62745098039215,37094.450980392154,35922.39215686275
119.6078431372549,36925.8431372549,35767.25490196078
120.58823529411765,36757.23529411765,35612.117647058825
121.56862745098039,36588.62745098039,35456.98039215686
122.54901960784314,36420.01960784314,35301.8431372549
123.52941176470588,36251.41176470588,35146.705882352944
124.50980392156862,36082.80392156863,34991.56862745098
125.49019607843137,35914.19607843137,34836.43137254902
126.47058823529412,35745.58823529412,34681.29411764706
127.45098039215686,35576.98039215686,34526.1568627451
128.4313725490196,35408.37254901961,34371.01960784314
129.41176470588235,35239.76470588235,34215.882352941175
130.39215686274508,35071.1568627451,34060.74509803922
131.37254901960785,34902.549019607846,33905.60784313726
132.35294117647058,34733.94117647059,33750.470588235294
133.33333333333331,34565.333333333336,33595.333333333336
134.31372549019608,34396.72549019608,33440.19607843137
135.2941176470588,34228.117647058825,33285.05882352941
136.27450980392157,34059.509803921566,33129.921568627455
137.2549019607843,33890.901960784315,32974.78431372549
138.23529411764707,33722.29411764706,32819.64705882353
139.2156862745098,33553.686274509804,32664.50980392157
140.19607843137254,33385.07843137255,32509.37254901961
141.1764705882353,33216.470588235294,32354.235294117647
142.15686274509804,33047.86274509804,32199.098039215685
143.13725490196077,32879.25490196078,32043.960784313727
144.11764705882354,32710.64705882353,31888.823529411766
145.09803921568627,32542.039215686276,31733.686274509804
146.078431372549,32373.43137254902,31578.549019607843
147.05882352941177,32204.823529411766,31423.41176470588
148.0392156862745,32036.21568627451,31268.274509803923
149.01960784313724,31867.607843137255,31113.13725490196
150.98039215686273,31573.843137254902,30853.823529411766
151.9607843137255,31448.686274509804,30749.647058823528
152.94117647058823,31323.529411764706,30645.470588235294
153.92156862745097,31198.37254901961,30541.29411764706
154.90196078431373,31073.21568627451,30437.117647058825
155.88235294117646,30948.058823529413,30332.941176470587
156.86274509803923,30822.901960784315,30228.764705882353
157.84313725490196,30697.745098039217,30124.58823529412
158.8235294117647,30572.58823529412,30020.41176470588
159.80392156862746,30447.43137254902,29916.235294117647
160.7843137254902,30322.274509803923,29812.058823529413
161.76470588235293,30197.117647058825,29707.882352941175
162.7450980392157,30071.960784313727,29603.70588235294
163.72549019607843,29946.803921568626,29499.529411764706
164.7058823529412,29821.647058823528,29395.352941176472
165.68627450980392,29696.49019607843,29291.176470588234
166.66666666666666,29571.333333333332,29187.0
167.64705882352942,29446.176470588234,29082.823529411766
168.62745098039215,29321.019607843136,28978.647058823528
169.6078431372549,29195.86274509804,28874.470588235294
170.58823529411765,29070.70588235294,28770.29411764706
171.5686274509804,28945.549019607843,28666.117647058825
172.54901960784315,28820.392156862745,28561.941176470587
173.52941176470588,28695.235294117647,28457.764705882353
174.50980392156862,28570.07843137255,28353.58823529412
175.49019607843138,28444.92156862745,28249.41176470588
176.47058823529412,28319.764705882353,28145.235294117647
177.45098039215685,28194.607843137255,28041.058823529413
178.4313725490196,28069.450980392157,27936.882352941175
179.41176470588235,27944.29411764706,27832.70588235294
180.39215686274508,27819.13725490196,27728.529411764706
181.37254901960785,27693.980392156864,27624.352941176472
182.35294117647058,27568.823529411766,27520.176470588234
183.33333333333331,27443.666666666668,27416.0
184.31372549019608,27318.50980392157,27311.823529411766
185.2941176470588,27193.35294117647,27207.64705882353
186.27450980392157,27068.19607843137,27103.470588235294
187.2549019607843,26943.039215686273,26999.29411764706
188.23529411764707,26817.882352941175,26895.117647058825
189.2156862745098,26692.725490196077,26790.941176470587
190.19607843137254,26567.56862745098,26686.764705882353
191.1764705882353,26442.41176470588,26582.58823529412
192.15686274509804,26317.254901960783,26478.41176470588
193.13725490196077,26192.098039215685,26374.235294117647
